Parish;Municipality;District;Region;Country
União das freguesias de Candoso São Tiago e Mascotelos;Guimarães;Braga;Continente;Portugal
União das freguesias de Conde e Gandarela;Guimarães;Braga;Continente;Portugal
União das freguesias de Leitões, Oleiros e Figueiredo;Guimarães;Braga;Continente;Portugal
União das freguesias de Oliveira, São Paio e São Sebastião;Guimarães;Braga;Continente;Portugal
União das freguesias de Prazins Santo Tirso e Corvite;Guimarães;Braga;Continente;Portugal
União das freguesias de Sande São Lourenço e Balazar;Guimarães;Braga;Continente;Portugal
União das freguesias de Sande Vila Nova e Sande São Clemente;Guimarães;Braga;Continente;Portugal
União das freguesias de Selho São Lourenço e Gominhães;Guimarães;Braga;Continente;Portugal
União das freguesias de Serzedo e Calvos;Guimarães;Braga;Continente;Portugal
União das freguesias de Souto Santa Maria, Souto São Salvador e Gondomar;Guimarães;Braga;Continente;Portugal
União das freguesias de Tabuadelo e São Faustino;Guimarães;Braga;Continente;Portugal
Covelas;Póvoa de Lanhoso;Braga;Continente;Portugal
Ferreiros;Póvoa de Lanhoso;Braga;Continente;Portugal
Galegos;Póvoa de Lanhoso;Braga;Continente;Portugal
Garfe;Póvoa de Lanhoso;Braga;Continente;Portugal
Geraz do Minho;Póvoa de Lanhoso;Braga;Continente;Portugal
Lanhoso;Póvoa de Lanhoso;Braga;Continente;Portugal
Monsul;Póvoa de Lanhoso;Braga;Continente;Portugal
Póvoa de Lanhoso (Nossa Senhora do Amparo);Póvoa de Lanhoso;Braga;Continente;Portugal
Rendufinho;Póvoa de Lanhoso;Braga;Continente;Portugal
Santo Emilião;Póvoa de Lanhoso;Braga;Continente;Portugal
São João de Rei;Póvoa de Lanhoso;Braga;Continente;Portugal
Serzedelo;Póvoa de Lanhoso;Braga;Continente;Portugal
Sobradelo da Goma;Póvoa de Lanhoso;Braga;Continente;Portugal
Taíde;Póvoa de Lanhoso;Braga;Continente;Portugal
Travassos;Póvoa de Lanhoso;Braga;Continente;Portugal
Vilela;Póvoa de Lanhoso;Braga;Continente;Portugal
União das freguesias de Águas Santas e Moure;Póvoa de Lanhoso;Braga;Continente;Portugal
União das freguesias de Calvos e Frades;Póvoa de Lanhoso;Braga;Continente;Portugal
União das freguesias de Campos e Louredo;Póvoa de Lanhoso;Braga;Continente;Portugal
União das freguesias de Esperança e Brunhais;Póvoa de Lanhoso;Braga;Continente;Portugal
União das freguesias de Fonte Arcada e Oliveira;Póvoa de Lanhoso;Braga;Continente;Portugal
União das freguesias de Verim, Friande e Ajude;Póvoa de Lanhoso;Braga;Continente;Portugal
Balança;Terras de Bouro;Braga;Continente;Portugal
Campo do Gerês;Terras de Bouro;Braga;Continente;Portugal
Carvalheira;Terras de Bouro;Braga;Continente;Portugal
Covide;Terras de Bouro;Braga;Continente;Portugal
Gondoriz;Terras de Bouro;Braga;Continente;Portugal
Moimenta;Terras de Bouro;Braga;Continente;Portugal
Ribeira;Terras de Bouro;Braga;Continente;Portugal
Rio Caldo;Terras de Bouro;Braga;Continente;Portugal
Souto;Terras de Bouro;Braga;Continente;Portugal
Valdosende;Terras de Bouro;Braga;Continente;Portugal
Vilar da Veiga;Terras de Bouro;Braga;Continente;Portugal
União das freguesias de Chamoim e Vilar;Terras de Bouro;Braga;Continente;Portugal
União das freguesias de Chorense e Monte;Terras de Bouro;Braga;Continente;Portugal
União das freguesias de Cibões e Brufe;Terras de Bouro;Braga;Continente;Portugal
Cantelães;Vieira do Minho;Braga;Continente;Portugal
Eira Vedra;Vieira do Minho;Braga;Continente;Portugal
Guilhofrei;Vieira do Minho;Braga;Continente;Portugal
Louredo;Vieira do Minho;Braga;Continente;Portugal
Mosteiro;Vieira do Minho;Braga;Continente;Portugal
Parada de Bouro;Vieira do Minho;Braga;Continente;Portugal
Pinheiro;Vieira do Minho;Braga;Continente;Portugal
Rossas;Vieira do Minho;Braga;Continente;Portugal
Salamonde;Vieira do Minho;Braga;Continente;Portugal
Tabuaças;Vieira do Minho;Braga;Continente;Portugal
Vieira do Minho;Vieira do Minho;Braga;Continente;Portugal
União das freguesias de Anissó e Soutelo;Vieira do Minho;Braga;Continente;Portugal
União das freguesias de Anjos e Vilar do Chão;Vieira do Minho;Braga;Continente;Portugal
União das freguesias de Caniçada e Soengas;Vieira do Minho;Braga;Continente;Portugal
União das freguesias de Ruivães e Campos;Vieira do Minho;Braga;Continente;Portugal
União das freguesias de Ventosa e Cova;Vieira do Minho;Braga;Continente;Portugal
Bairro;Vila Nova de Famalicão;Braga;Continente;Portugal
Brufe;Vila Nova de Famalicão;Braga;Continente;Portugal
Castelões;Vila Nova de Famalicão;Braga;Continente;Portugal
Cruz;Vila Nova de Famalicão;Braga;Continente;Portugal
Delães;Vila Nova de Famalicão;Braga;Continente;Portugal
Fradelos;Vila Nova de Famalicão;Braga;Continente;Portugal
Gavião;Vila Nova de Famalicão;Braga;Continente;Portugal
Joane;Vila Nova de Famalicão;Braga;Continente;Portugal
Landim;Vila Nova de Famalicão;Braga;Continente;Portugal
Louro;Vila Nova de Famalicão;Braga;Continente;Portugal
Lousado;Vila Nova de Famalicão;Braga;Continente;Portugal
Mogege;Vila Nova de Famalicão;Braga;Continente;Portugal
Nine;Vila Nova de Famalicão;Braga;Continente;Portugal
Pedome;Vila Nova de Famalicão;Braga;Continente;Portugal
Pousada de Saramagos;Vila Nova de Famalicão;Braga;Continente;Portugal
Requião;Vila Nova de Famalicão;Braga;Continente;Portugal
Riba de Ave;Vila Nova de Famalicão;Braga;Continente;Portugal
Ribeirão;Vila Nova de Famalicão;Braga;Continente;Portugal
Oliveira (Santa Maria);Vila Nova de Famalicão;Braga;Continente;Portugal
Vale (São Martinho);Vila Nova de Famalicão;Braga;Continente;Portugal
Oliveira (São Mateus);Vila Nova de Famalicão;Braga;Continente;Portugal
Vermoim;Vila Nova de Famalicão;Braga;Continente;Portugal
Vilarinho das Cambas;Vila Nova de Famalicão;Braga;Continente;Portugal
União das freguesias de Antas e Abade de Vermoim;Vila Nova de Famalicão;Braga;Continente;Portugal
União das freguesias de Arnoso (Santa Maria e Santa Eulália) e Sezures;Vila Nova de Famalicão;Braga;Continente;Portugal
União das freguesias de Avidos e Lagoa;Vila Nova de Famalicão;Braga;Continente;Portugal
União das freguesias de Carreira e Bente;Vila Nova de Famalicão;Braga;Continente;Portugal
União das freguesias de Esmeriz e Cabeçudos;Vila Nova de Famalicão;Braga;Continente;Portugal
União das freguesias de Gondifelos, Cavalões e Outiz;Vila Nova de Famalicão;Braga;Continente;Portugal
União das freguesias de Lemenhe, Mouquim e Jesufrei;Vila Nova de Famalicão;Braga;Continente;Portugal
União das freguesias de Ruivães e Novais;Vila Nova de Famalicão;Braga;Continente;Portugal
União das freguesias de Seide;Vila Nova de Famalicão;Braga;Continente;Portugal
União das freguesias de Vale (São Cosme), Telhado e Portela;Vila Nova de Famalicão;Braga;Continente;Portugal
União das freguesias de Vila Nova de Famalicão e Calendário;Vila Nova de Famalicão;Braga;Continente;Portugal
Atiães;Vila Verde;Braga;Continente;Portugal
Cabanelas;Vila Verde;Braga;Continente;Portugal
Cervães;Vila Verde;Braga;Continente;Portugal
Coucieiro;Vila Verde;Braga;Continente;Portugal
Dossãos;Vila Verde;Braga;Continente;Portugal
Freiriz;Vila Verde;Braga;Continente;Portugal
Gême;Vila Verde;Braga;Continente;Portugal
Lage;Vila Verde;Braga;Continente;Portugal
Lanhas;Vila Verde;Braga;Continente;Portugal
Loureira;Vila Verde;Braga;Continente;Portugal
Moure;Vila Verde;Braga;Continente;Portugal
Oleiros;Vila Verde;Braga;Continente;Portugal
Parada de Gatim;Vila Verde;Braga;Continente;Portugal
Pico;Vila Verde;Braga;Continente;Portugal
Ponte;Vila Verde;Braga;Continente;Portugal
Sabariz;Vila Verde;Braga;Continente;Portugal
Vila de Prado;Vila Verde;Braga;Continente;Portugal
Prado (São Miguel);Vila Verde;Braga;Continente;Portugal
Soutelo;Vila Verde;Braga;Continente;Portugal
Turiz;Vila Verde;Braga;Continente;Portugal
Valdreu;Vila Verde;Braga;Continente;Portugal
Aboim da Nóbrega e Gondomar;Vila Verde;Braga;Continente;Portugal
União das freguesias da Ribeira do Neiva;Vila Verde;Braga;Continente;Portugal
União das freguesias de Carreiras (São Miguel) e Carreiras (Santiago);Vila Verde;Braga;Continente;Portugal
União das freguesias de Escariz (São Mamede) e Escariz (São Martinho);Vila Verde;Braga;Continente;Portugal
União das freguesias de Esqueiros, Nevogilde e Travassós;Vila Verde;Braga;Continente;Portugal
União das freguesias de Marrancos e Arcozelo;Vila Verde;Braga;Continente;Portugal
União das freguesias de Oriz (Santa Marinha) e Oriz (São Miguel);Vila Verde;Braga;Continente;Portugal
União das freguesias de Pico de Regalados, Gondiães e Mós;Vila Verde;Braga;Continente;Portugal
União das freguesias de Sande, Vilarinho, Barros e Gomide;Vila Verde;Braga;Continente;Portugal
União das freguesias de Valbom (São Pedro), Passô e Valbom (São Martinho);Vila Verde;Braga;Continente;Portugal
União das freguesias do Vade;Vila Verde;Braga;Continente;Portugal
Vila Verde e Barbudo;Vila Verde;Braga;Continente;Portugal
Santa Eulália;Vizela;Braga;Continente;Portugal
Infias;Vizela;Braga;Continente;Portugal
Vizela (Santo Adrião);Vizela;Braga;Continente;Portugal
União das freguesias de Caldas de Vizela (São Miguel e São João);Vizela;Braga;Continente;Portugal
União das freguesias de Tagilde e Vizela (São Paio);Vizela;Braga;Continente;Portugal
Alfândega da Fé;Alfândega da Fé;Bragança;Continente;Portugal
Cerejais;Alfândega da Fé;Bragança;Continente;Portugal
Sambade;Alfândega da Fé;Bragança;Continente;Portugal
Vilar Chão;Alfândega da Fé;Bragança;Continente;Portugal
Vilarelhos;Alfândega da Fé;Bragança;Continente;Portugal
Vilares de Vilariça;Alfândega da Fé;Bragança;Continente;Portugal
União das freguesias de Agrobom, Saldonha e Vale Pereiro;Alfândega da Fé;Bragança;Continente;Portugal
União das freguesias de Eucisia, Gouveia e Valverde;Alfândega da Fé;Bragança;Continente;Portugal
União das freguesias de Ferradosa e Sendim da Serra;Alfândega da Fé;Bragança;Continente;Portugal
União das freguesias de Gebelim e Soeima;Alfândega da Fé;Bragança;Continente;Portugal
União das freguesias de Parada e Sendim da Ribeira;Alfândega da Fé;Bragança;Continente;Portugal
União das freguesias de Pombal e Vales;Alfândega da Fé;Bragança;Continente;Portugal
Alfaião;Bragança;Bragança;Continente;Portugal
Babe;Bragança;Bragança;Continente;Portugal
Baçal;Bragança;Bragança;Continente;Portugal
Carragosa;Bragança;Bragança;Continente;Portugal
Castro de Avelãs;Bragança;Bragança;Continente;Portugal
Coelhoso;Bragança;Bragança;Continente;Portugal
Donai;Bragança;Bragança;Continente;Portugal
Espinhosela;Bragança;Bragança;Continente;Portugal
França;Bragança;Bragança;Continente;Portugal
Gimonde;Bragança;Bragança;Continente;Portugal
Gondesende;Bragança;Bragança;Continente;Portugal
Gostei;Bragança;Bragança;Continente;Portugal
Grijó de Parada;Bragança;Bragança;Continente;Portugal
Macedo do Mato;Bragança;Bragança;Continente;Portugal
Mós;Bragança;Bragança;Continente;Portugal
Nogueira;Bragança;Bragança;Continente;Portugal
Outeiro;Bragança;Bragança;Continente;Portugal
Parâmio;Bragança;Bragança;Continente;Portugal
Pinela;Bragança;Bragança;Continente;Portugal
Quintanilha;Bragança;Bragança;Continente;Portugal
Quintela de Lampaças;Bragança;Bragança;Continente;Portugal
Rabal;Bragança;Bragança;Continente;Portugal
Rebordãos;Bragança;Bragança;Continente;Portugal
Salsas;Bragança;Bragança;Continente;Portugal
Samil;Bragança;Bragança;Continente;Portugal
Santa Comba de Rossas;Bragança;Bragança;Continente;Portugal
São Pedro de Sarracenos;Bragança;Bragança;Continente;Portugal
Sendas;Bragança;Bragança;Continente;Portugal
Serapicos;Bragança;Bragança;Continente;Portugal
Sortes;Bragança;Bragança;Continente;Portugal
Zoio;Bragança;Bragança;Continente;Portugal
União das freguesias de Aveleda e Rio de Onor;Bragança;Bragança;Continente;Portugal
União das freguesias de Castrelos e Carrazedo;Bragança;Bragança;Continente;Portugal
União das freguesias de Izeda, Calvelhe e Paradinha Nova;Bragança;Bragança;Continente;Portugal
União das freguesias de Parada e Faílde;Bragança;Bragança;Continente;Portugal
União das freguesias de Rebordainhos e Pombares;Bragança;Bragança;Continente;Portugal
União das freguesias de Rio Frio e Milhão;Bragança;Bragança;Continente;Portugal
União das freguesias de São Julião de Palácios e Deilão;Bragança;Bragança;Continente;Portugal
União das freguesias de Sé, Santa Maria e Meixedo;Bragança;Bragança;Continente;Portugal
Carrazeda de Ansiães;Carrazeda de Ansiães;Bragança;Continente;Portugal
Fonte Longa;Carrazeda de Ansiães;Bragança;Continente;Portugal
Linhares;Carrazeda de Ansiães;Bragança;Continente;Portugal
Marzagão;Carrazeda de Ansiães;Bragança;Continente;Portugal
Parambos;Carrazeda de Ansiães;Bragança;Continente;Portugal
Pereiros;Carrazeda de Ansiães;Bragança;Continente;Portugal
Pinhal do Norte;Carrazeda de Ansiães;Bragança;Continente;Portugal
Pombal;Carrazeda de Ansiães;Bragança;Continente;Portugal
Seixo de Ansiães;Carrazeda de Ansiães;Bragança;Continente;Portugal
Vilarinho da Castanheira;Carrazeda de Ansiães;Bragança;Continente;Portugal
União das freguesias de Amedo e Zedes;Carrazeda de Ansiães;Bragança;Continente;Portugal
União das freguesias de Belver e Mogo de Malta;Carrazeda de Ansiães;Bragança;Continente;Portugal
União das freguesias de Castanheiro do Norte e Ribalonga;Carrazeda de Ansiães;Bragança;Continente;Portugal
União das freguesias de Lavandeira, Beira Grande e Selores;Carrazeda de Ansiães;Bragança;Continente;Portugal
Ligares;Freixo de Espada à Cinta;Bragança;Continente;Portugal
Poiares;Freixo de Espada à Cinta;Bragança;Continente;Portugal
União das freguesias de Freixo de Espada à Cinta e Mazouco;Freixo de Espada à Cinta;Bragança;Continente;Portugal
União das freguesias de Lagoaça e Fornos;Freixo de Espada à Cinta;Bragança;Continente;Portugal
Amendoeira;Macedo de Cavaleiros;Bragança;Continente;Portugal
Arcas;Macedo de Cavaleiros;Bragança;Continente;Portugal
Carrapatas;Macedo de Cavaleiros;Bragança;Continente;Portugal
Chacim;Macedo de Cavaleiros;Bragança;Continente;Portugal
Cortiços;Macedo de Cavaleiros;Bragança;Continente;Portugal
Corujas;Macedo de Cavaleiros;Bragança;Continente;Portugal
Ferreira;Macedo de Cavaleiros;Bragança;Continente;Portugal
Grijó;Macedo de Cavaleiros;Bragança;Continente;Portugal
Lagoa;Macedo de Cavaleiros;Bragança;Continente;Portugal
Lamalonga;Macedo de Cavaleiros;Bragança;Continente;Portugal
Lamas;Macedo de Cavaleiros;Bragança;Continente;Portugal
Lombo;Macedo de Cavaleiros;Bragança;Continente;Portugal
Macedo de Cavaleiros;Macedo de Cavaleiros;Bragança;Continente;Portugal
Morais;Macedo de Cavaleiros;Bragança;Continente;Portugal
Olmos;Macedo de Cavaleiros;Bragança;Continente;Portugal
Peredo;Macedo de Cavaleiros;Bragança;Continente;Portugal
Salselas;Macedo de Cavaleiros;Bragança;Continente;Portugal
Sezulfe;Macedo de Cavaleiros;Bragança;Continente;Portugal
Talhas;Macedo de Cavaleiros;Bragança;Continente;Portugal
Vale Benfeito;Macedo de Cavaleiros;Bragança;Continente;Portugal
Vale da Porca;Macedo de Cavaleiros;Bragança;Continente;Portugal
Vale de Prados;Macedo de Cavaleiros;Bragança;Continente;Portugal
Vilarinho de Agrochão;Macedo de Cavaleiros;Bragança;Continente;Portugal
Vinhas;Macedo de Cavaleiros;Bragança;Continente;Portugal
União das freguesias de Ala e Vilarinho do Monte;Macedo de Cavaleiros;Bragança;Continente;Portugal
União das freguesias de Bornes e Burga;Macedo de Cavaleiros;Bragança;Continente;Portugal
União das freguesias de Castelãos e Vilar do Monte;Macedo de Cavaleiros;Bragança;Continente;Portugal
União das freguesias de Espadanedo, Edroso, Murçós e Soutelo Mourisco;Macedo de Cavaleiros;Bragança;Continente;Portugal
União das freguesias de Podence e Santa Combinha;Macedo de Cavaleiros;Bragança;Continente;Portugal
União das freguesias de Talhinhas e Bagueixe;Macedo de Cavaleiros;Bragança;Continente;Portugal
Duas Igrejas;Miranda do Douro;Bragança;Continente;Portugal
Genísio;Miranda do Douro;Bragança;Continente;Portugal
Malhadas;Miranda do Douro;Bragança;Continente;Portugal
Miranda do Douro;Miranda do Douro;Bragança;Continente;Portugal
Palaçoulo;Miranda do Douro;Bragança;Continente;Portugal
Picote;Miranda do Douro;Bragança;Continente;Portugal
Póvoa;Miranda do Douro;Bragança;Continente;Portugal
São Martinho de Angueira;Miranda do Douro;Bragança;Continente;Portugal
Vila Chã de Braciosa;Miranda do Douro;Bragança;Continente;Portugal
União das freguesias de Constantim e Cicouro;Miranda do Douro;Bragança;Continente;Portugal
União das freguesias de Ifanes e Paradela;Miranda do Douro;Bragança;Continente;Portugal
União das freguesias de Sendim e Atenor;Miranda do Douro;Bragança;Continente;Portugal
União das freguesias de Silva e Águas Vivas;Miranda do Douro;Bragança;Continente;Portugal
Abambres;Mirandela;Bragança;Continente;Portugal
Abreiro;Mirandela;Bragança;Continente;Portugal
Aguieiras;Mirandela;Bragança;Continente;Portugal
Alvites;Mirandela;Bragança;Continente;Portugal
Bouça;Mirandela;Bragança;Continente;Portugal
Cabanelas;Mirandela;Bragança;Continente;Portugal
Caravelas;Mirandela;Bragança;Continente;Portugal
Carvalhais;Mirandela;Bragança;Continente;Portugal
Cedães;Mirandela;Bragança;Continente;Portugal
Cobro;Mirandela;Bragança;Continente;Portugal
Fradizela;Mirandela;Bragança;Continente;Portugal
Frechas;Mirandela;Bragança;Continente;Portugal
Lamas de Orelhão;Mirandela;Bragança;Continente;Portugal
Mascarenhas;Mirandela;Bragança;Continente;Portugal
Mirandela;Mirandela;Bragança;Continente;Portugal
Múrias;Mirandela;Bragança;Continente;Portugal
Passos;Mirandela;Bragança;Continente;Portugal
São Pedro Velho;Mirandela;Bragança;Continente;Portugal
